,Si,Fe,Ti,Cr,V,Al,Zr,W,Mo,Nb,Sn,Ta,Moeq,Bo,Md,fliter
27537,0.0,0.0,0.7879917109380663,0.0,0.1369281610004172,0.0,0.0,0.0,0.0,0.0750801280615165,0.0,0.0,12.825,2.815253681986015,2.3665394644793456,False
27573,0.0,0.018840684178985,0.8792345523850823,0.0,0.0,0.0,0.0,0.0,0.0,0.1019247634359327,0.0,0.0,10.84,2.8188758968008245,2.416809199224434,False
27607,0.0,0.0,0.8115350080681453,0.0,0.0,0.0,0.0339428227429961,0.0,0.0,0.1545221691888585,0.0,0.0,6.205,2.847794425811284,2.4599761447844952,False
27608,0.0,0.0,0.8411267960703203,0.0,0.0,0.0,0.0,0.0,0.043111298351201,0.1157619055784785,0.0,0.0,12.96,2.837539813273628,2.4233853851730114,False
27733,0.0,0.0,0.8953841130764678,0.0637837030765423,0.0,0.0,0.0,0.0,0.0,0.0,0.0408321838469897,0.0,7.265000000000001,2.768596462055734,2.371024823923925,False
27739,0.0,0.0,0.9173270314468418,0.0530817341066813,0.0,0.0,0.0,0.0,0.0,0.0,0.0295912344464769,0.0,6.49,2.7744133450604638,2.3852956412976987,False
27764,0.0,0.0,0.8540248710827228,0.0,0.0,0.0901827155143038,0.0,0.0,0.0557924134029732,0.0,0.0,0.0,6.0,2.772404820411805,2.3976097563541217,False
27773,0.0,0.0,0.7750289182170762,0.0,0.2017438324613164,0.0,0.0,0.0,0.0,0.0,0.0232272493216073,0.0,11.920000000000002,2.7812499420808643,2.3229374408201453,False
27786,0.0,0.0,0.7573036709436921,0.0,0.1308071189418621,0.0,0.0,0.0,0.0,0.1118892101144457,0.0,0.0,13.835,2.826535872709492,2.369212454775797,False
27788,0.0,0.0,0.791501009059812,0.0,0.1586610814418112,0.0,0.0498379094983767,0.0,0.0,0.0,0.0,0.0,9.19,2.8071319374331467,2.380040940096668,False
27796,0.0,0.0,0.8588617354705684,0.0,0.1118158115455071,0.0,0.0,0.0,0.0,0.0293224529839245,0.0,0.0,9.245,2.800737875145216,2.3820314919427035,False
27821,0.0,0.0,0.8772609022668221,0.0300968069752183,0.0,0.0,0.0,0.0,0.0,0.0926422907579595,0.0,0.0,9.420000000000002,2.8182954029674816,2.41570542135358,False
27845,0.0,0.0,0.8849973983283655,0.0490795057286425,0.0,0.0,0.0,0.0,0.0,0.0659230959429918,0.0,0.0,11.36,2.809830362083369,2.3979257277422565,False
27929,0.0,0.0,0.7729325441570475,0.0,0.19984781294081,0.0,0.0272196429021426,0.0,0.0,0.0,0.0,0.0,12.885000000000002,2.801054731493147,2.345343473652378,False
27958,0.0,0.0,0.8138009042531739,0.0,0.1779438512640478,0.0,0.0,0.0,0.0,0.0,0.0082552444827782,0.0,11.735,2.788483748816192,2.3418177156876485,False
28006,0.0,0.0,0.7940204166981998,0.0,0.1925396512217828,0.0,0.0134399320800173,0.0,0.0,0.0,0.0,0.0,12.975,2.796866314664012,2.342834947470444,False
28040,0.0,0.0,0.961074881148868,0.0,0.0,0.0,0.0,0.0,0.0364407130876129,0.0,0.0,0.0024844057635191,7.225,2.8008277943132045,2.429498503523556,False
28053,0.0,0.0,0.9379821799461924,0.0,0.0,0.0,0.0,0.0,0.0237933208543385,0.0382244991994691,0.0,0.0,6.46,2.8083069468458706,2.434557282583204,False
28093,0.0,0.0,0.8681458634125411,0.0,0.0,0.0,0.0,0.0,0.0534338923029035,0.0784202442845553,0.0,0.0,13.28,2.82881930808262,2.4192274627222443,False
28099,0.0,0.0,0.8103208263297352,0.0,0.1708286327622704,0.0,0.0,0.0,0.0,0.0,0.0188505409079943,0.0,10.240000000000002,2.783005205251081,2.34223239846662,False
28113,0.0,0.0319724026481527,0.9272024439867008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408251533651464,0.0,7.015000000000001,2.7648574832757773,2.385578460668325,False
28128,0.0,0.0,0.8989718332069487,0.0438132981565384,0.0,0.0,0.0,0.0,0.0,0.0572148686365128,0.0,0.0,10.14,2.807197448128961,2.4032289721076747,False
28141,0.0,0.0,0.8771892205408381,0.081714513654631,0.0,0.0,0.0410962658045308,0.0,0.0,0.0,0.0,0.0,12.325,2.8012656350279403,2.387832517715469,False
28181,0.0,0.0,0.8226366803549089,0.0,0.150706803240163,0.0,0.0,0.0,0.0,0.0266565164049281,0.0,0.0,11.785,2.8004974656177253,2.359730488259593,False
28193,0.0,0.0,0.958015407071878,0.0,0.0,0.0,0.0,0.0,0.0285718647842742,0.0134127281438478,0.0,0.0,6.2,2.801944652082556,2.432805580967534,False
28220,0.0,0.0,0.9046282313572228,0.0,0.0,0.0,0.0,0.0,0.079802319993957,0.0,0.01556944864882,0.0,13.345,2.8038923228933985,2.402813473801796,False
28326,0.0,0.0,0.8568481364789248,0.0876450960946497,0.0,0.0,0.0555067674264254,0.0,0.0,0.0,0.0,0.0,12.7,2.8054659071011807,2.389103697620953,False
28440,0.0,0.0,0.9350850913319296,0.0,0.0,0.0,0.0,0.0,0.0238546036406905,0.0410603050273799,0.0,0.0,6.6,2.8091999410473694,2.4344622756149947,False
28451,0.0,0.0,0.8328065617210199,0.0,0.0,0.0,0.0182079056726209,0.0,0.0,0.1489855326063592,0.0,0.0,6.490000000000001,2.8414260696544607,2.45244058281262,False
28475,0.0,0.0,0.7033176216811172,0.0,0.1855849344214467,0.111097443897436,0.0,0.0,0.0,0.0,0.0,0.0,7.235000000000001,2.752344304437655,2.3128475940650013,False
28508,0.0,0.0,0.8083283789461149,0.0,0.1389999502728571,0.0,0.0526716707810279,0.0,0.0,0.0,0.0,0.0,7.765000000000001,2.807675813805277,2.392726132263468,False
28530,0.0,0.0,0.9040073318676184,0.0,0.0349768979117602,0.0,0.0,0.0,0.0610157702206215,0.0,0.0,0.0,13.845,2.8071819587389064,2.397234619373516,False
28531,0.0,0.0,0.8549423621408515,0.0,0.0,0.0,0.0,0.0,0.0540244568298298,0.0910331810293185,0.0,0.0,13.84,2.8328779296526028,2.4186503508170283,False
28542,0.0,0.0,0.845630369597508,0.0207594373421155,0.0,0.0,0.0,0.0,0.0,0.1336101930603764,0.0,0.0,9.64,2.831057195844893,2.423811070775101,False
28563,0.0,0.0,0.8066814502280554,0.0,0.1212780683226141,0.0,0.0,0.0,0.0,0.0720404814493304,0.0,0.0,11.68,2.814079679792682,2.375608179641162,False
28613,0.0,0.0,0.962860030957081,0.0141446706319336,0.0,0.0,0.0,0.0,0.0229952984109855,0.0,0.0,0.0,6.9,2.796122125089248,2.4221180991299174,False
28649,0.0,0.0231375545755535,0.8961972885500104,0.0,0.0,0.0,0.0,0.0,0.0,0.0806651568744361,0.0,0.0,11.31,2.811709413388199,2.41094739572922,False
28710,0.0,0.0,0.8729903117712068,0.0838179462731666,0.0,0.0,0.0,0.0,0.0,0.0,0.0431917419556266,0.0,10.3,2.7671797894194925,2.350792875602699,False
28777,0.0,0.0,0.7886546425789589,0.0,0.1935224201307754,0.0178229372902657,0.0,0.0,0.0,0.0,0.0,0.0,12.735,2.786415287128305,2.3313223429141083,False
28781,0.0,0.0317762681277214,0.9109224049313078,0.0,0.0,0.0,0.0,0.0,0.0,0.0573013269409706,0.0,0.0,13.09,2.8032892087550065,2.3987167451875857,False
28862,0.0,0.0,0.9350038935808788,0.0,0.0,0.0,0.0,0.0,0.0212022508759467,0.0437938555431745,0.0,0.0,6.24,2.8093205158519745,2.435688447396797,False
28898,0.0,0.0,0.9263527913489548,0.0,0.0,0.0,0.0309065191050084,0.0,0.0427406895460368,0.0,0.0,0.0,7.065,2.8108165379011507,2.4412794996847653,False
28965,0.0,0.0,0.7394706103342584,0.0,0.2134133366390639,0.0,0.0471160530266775,0.0,0.0,0.0,0.0,0.0,12.96,2.8071475517454823,2.3472328492565304,False
28985,0.0,0.0,0.9568801306342184,0.0,0.0,0.0,0.0,0.0,0.0417366569797617,0.0,0.0,0.0013832123860197,8.125,2.8018837645401264,2.4268321745482613,False
28991,0.0,0.0,0.8701085744760441,0.0638844956865231,0.0,0.0,0.0,0.0,0.0,0.0660069298374328,0.0,0.0,13.760000000000002,2.809693411867215,2.383577764293498,False
28995,0.0,0.0,0.9205840037549896,0.0,0.0,0.0,0.0310732799094844,0.0,0.0483427163355257,0.0,0.0,0.0,8.065,2.8123952524128057,2.4386381271768536,False
29091,0.0,0.0,0.7568608780024766,0.0,0.1651760506007975,0.0779630713967258,0.0,0.0,0.0,0.0,0.0,0.0,7.56,2.764099082770604,2.3327668922695497,False
29112,0.0,0.0,0.8060127041632664,0.0,0.1612442909312477,0.0,0.0327430049054858,0.0,0.0,0.0,0.0,0.0,10.035000000000002,2.8021105938159927,2.3702303761035046,False
29156,0.0,0.0,0.8410732787958646,0.0,0.117809257595219,0.0,0.0411174636089163,0.0,0.0,0.0,0.0,0.0,6.765000000000001,2.803937908092167,2.399283881660291,False
29170,0.0,0.0,0.7136644870142071,0.0,0.1915959214115159,0.0947395915742769,0.0,0.0,0.0,0.0,0.0,0.0,8.57,2.758388727488136,2.313431666069532,False
29315,0.0,0.0,0.9012233476941042,0.0667540310104569,0.0,0.0,0.0,0.0,0.0,0.0320226212954389,0.0,0.0,12.88,2.799160695639176,2.3815788236610724,False
29355,0.0,0.0,0.9642871898456687,0.0,0.0,0.0,0.0,0.0,0.0336223477680722,0.0,0.002090462386259,0.0,6.335,2.7981190365108506,2.429934148536685,False
29390,0.0,0.0,0.8166099054926558,0.0,0.0,0.0,0.0,0.0,0.038100829081455,0.1452892654258891,0.0,0.0,13.22,2.845295909355837,2.425141343961617,False
29392,0.0,0.0,0.8998484502435298,0.0343120750270104,0.0,0.0,0.0,0.0,0.0,0.0658394747294598,0.0,0.0,8.96,2.809966964866106,2.4122372913800496,False
29404,0.0,0.0,0.8164772685469356,0.0,0.0875320236581877,0.0,0.0,0.0,0.0,0.0959907077948765,0.0,0.0,10.455000000000002,2.820974109063489,2.39446130011726,False
29441,0.0120236633821651,0.0,0.7891121855706984,0.0,0.1988641510471365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.27,2.790229543351191,2.329683268292502,False
29473,0.0,0.0,0.8291650564360187,0.0848134552154073,0.0,0.0860214883485739,0.0,0.0,0.0,0.0,0.0,0.0,10.2,2.75775523023375,2.3435684542741724,False
29476,0.0,0.0,0.8581689838071538,0.0305814899517558,0.0,0.0,0.0,0.0,0.0,0.1112495262410902,0.0,0.0,10.260000000000002,2.8240397072190278,2.414807797133203,False
29482,0.0,0.0,0.7713417451392586,0.0,0.1873584634137841,0.0,0.0412997914469573,0.0,0.0,0.0,0.0,0.0,11.455,2.8050351152195065,2.3593818819717423,False
29494,0.0,0.0,0.8196259672176102,0.0366790037814924,0.0,0.0,0.0,0.0,0.0,0.1436950290008974,0.0,0.0,12.46,2.833998294919681,2.408153059668713,False
29543,0.0,0.0,0.896871001576741,0.0,0.0,0.0545513189522842,0.0,0.0,0.0485776794709746,0.0,0.0,0.0,6.5,2.7834050263969443,2.409917071995892,False
29556,0.0,0.0,0.9584006617689768,0.0,0.0,0.0,0.0,0.0024518299107876,0.0391475083202355,0.0,0.0,0.0,7.896,2.8015086327915384,2.42705487473982,False
29636,0.0,0.0,0.9554026626101584,0.0,0.0,0.0,0.0,0.0002721676163267,0.0443251697735148,0.0,0.0,0.0,8.544,2.802191947499639,2.425355904633949,False
29637,0.0,0.0,0.7967759373202864,0.0,0.194277809295669,0.0089462533840446,0.0,0.0,0.0,0.0,0.0,0.0,13.235,2.789657730907643,2.3330805350691315,False
29726,0.0,0.0,0.7794076509129766,0.0,0.1929868752465451,0.0,0.0,0.0,0.0,0.0,0.0276054738404782,0.0,10.920000000000002,2.778898827891576,2.3264534473105907,False
29759,0.0,0.0,0.9406123378068978,0.0,0.0,0.0,0.0,0.0,0.0399926785735374,0.0,0.0193949836195649,0.0,6.015,2.7910847445554565,2.420833498897272,False
29763,0.0,0.0,0.8130506079996918,0.0,0.0,0.0,0.0,0.0,0.0382096513802158,0.1487397406200923,0.0,0.0,13.36,2.8463918146784075,2.425009095394953,False
29788,0.0,0.0,0.8258251121372341,0.0,0.0,0.0,0.0213611622542738,0.0,0.0,0.1528137256084919,0.0,0.0,6.545000000000001,2.843542345240289,2.453888170328836,False
29835,0.0,0.0,0.8137028007561125,0.0,0.1731136866586395,0.0,0.0,0.0,0.0,0.013183512585248,0.0,0.0,12.76,2.796670410688721,2.3471564093818214,False
29836,0.0,0.0,0.7579135061712691,0.0,0.1892463114360696,0.0,0.0528401823926612,0.0,0.0,0.0,0.0,0.0,11.115,2.808479388659769,2.363916539749486,False
29859,0.0,0.0,0.9379634366978205,0.0,0.0,0.0,0.0250254704518071,0.0,0.0370110928503725,0.0,0.0,0.0,6.235,2.8075115676018867,2.441200012984749,False
29863,0.0,0.0,0.8792965104196124,0.0633923553474598,0.0,0.0,0.0,0.0,0.0,0.0573111342329277,0.0,0.0,13.34,2.807011824569152,2.3842546515809544,False
29873,0.0,0.0,0.8854020671113332,0.0691593491398935,0.0,0.0,0.0,0.0,0.0,0.0,0.0454385837487731,0.0,7.735000000000001,2.766201885198833,2.3642174021226188,False
29885,0.0,0.0,0.8498353858400682,0.0,0.1217281969104705,0.0,0.0,0.0,0.0284364172494612,0.0,0.0,0.0,13.875,2.79958906486276,2.363186187993241,False
29936,0.0,0.0262636608561363,0.954978740661782,0.0,0.0,0.0,0.0187575984820817,0.0,0.0,0.0,0.0,0.0,8.104999999999999,2.791901600291694,2.4173172597154045,False
29937,0.0,0.0,0.8313492846807897,0.0,0.0572855611359282,0.0,0.0,0.0,0.0,0.1113651541832819,0.0,0.0,9.145,2.8252711160596733,2.411499403800625,False
29956,0.0,0.0,0.7694504542390891,0.0,0.1342722265685379,0.0,0.0,0.0,0.0,0.0962773191923729,0.0,0.0,13.470000000000002,2.8217637750289715,2.367579091381666,False
30001,0.0,0.0,0.8440493173718668,0.0507858430973311,0.0,0.0,0.0,0.0,0.0,0.1051648395308019,0.0,0.0,13.18,2.8219372911409466,2.3953697267294776,False
30006,0.0,0.0,0.8955989952698509,0.0,0.0,0.0,0.0605441778612654,0.0,0.0438568268688837,0.0,0.0,0.0,6.215,2.81989399038214,2.455170596760159,False
30081,0.0,0.0,0.8577226551279015,0.0,0.1074597524845438,0.0,0.0,0.0,0.0,0.0348175923875546,0.0,0.0,9.19,2.802370532335022,2.3844098376964737,False
30131,0.0,0.0,0.8190744084000382,0.0,0.1510039061441211,0.0,0.0299216854558407,0.0,0.0,0.0,0.0,0.0,9.45,2.801121877487091,2.3747446147841247,False
30164,0.0,0.0,0.805830234950897,0.0,0.1795894837022546,0.0,0.0,0.0,0.0,0.0,0.0145802813468483,0.0,11.240000000000002,2.785301639612682,2.338676689243848,False
30199,0.0,0.0196794942921571,0.8265412270423994,0.0,0.0,0.0,0.0,0.0,0.0,0.1537792786654434,0.0,0.0,13.080000000000002,2.8347823474010125,2.414376784026887,False
30211,0.0,0.0,0.8514366756272077,0.0,0.0,0.0,0.0,0.0,0.0484625471871331,0.1001007771856591,0.0,0.0,13.260000000000002,2.8341614155324564,2.4211448841917838,False
30213,0.0,0.0,0.7888336870797491,0.0,0.1088501229958179,0.0,0.0,0.0,0.0,0.1023161899244328,0.0,0.0,12.075,2.823248454531587,2.3820579069091425,False
30249,0.0,0.0,0.833389612803427,0.0,0.1450155390809797,0.0,0.0215948481155931,0.0,0.0,0.0,0.0,0.0,9.37,2.7985673081284306,2.3741327560607304,False
30263,0.0,0.0,0.7494409505864372,0.0,0.194779448702351,0.0,0.0557796007112116,0.0,0.0,0.0,0.0,0.0,11.365000000000002,2.8094324535410538,2.3621664825425084,False
30281,0.0,0.0,0.7844245608503132,0.0,0.1879787379278334,0.0,0.0,0.0,0.0,0.0,0.0275967012218533,0.0,10.585,2.778828153549438,2.3293361703675126,False
30303,0.0,0.0,0.9431473591577872,0.0,0.0,0.0182860764252897,0.0,0.0,0.0385665644169229,0.0,0.0,0.0,6.5,2.793872540267014,2.4237399888163287,False
30321,0.0,0.0,0.8626750977688539,0.0354088582921753,0.0,0.0,0.0,0.0,0.0,0.1019160439389708,0.0,0.0,10.64,2.821102560135928,2.4103447473042863,False
30381,0.0,0.0,0.9383489808503396,0.0,0.0,0.0,0.0166905046792485,0.0,0.0449605144704118,0.0,0.0,0.0,7.99,2.80721460983548,2.433277465746173,False
30386,0.0,0.0,0.9637725115635708,0.0,0.0,0.0,0.0,0.0,0.0337495615935211,0.0,0.0,0.0024779268429081,6.725,2.8000908164174207,2.430805858920353,False
30394,0.0,0.0,0.8392375442136927,0.0,0.0618493211870736,0.0,0.0,0.0,0.0,0.0989131345992336,0.0,0.0,8.920000000000002,2.8214918984089694,2.4091616382216503,False
30408,0.0,0.0,0.8567060511716452,0.0,0.112211132170866,0.0,0.0,0.0,0.0310828166574887,0.0,0.0,0.0,13.705,2.8001687759300573,2.367372350106212,False
30487,0.0,0.0,0.7921320623363651,0.0,0.2016858372734964,0.0,0.0,0.0,0.0,0.0,0.0061821003901383,0.0,13.575,2.789890962661302,2.3288854547323616,False
30497,0.0,0.0,0.794413383264633,0.0,0.0939600496576124,0.0,0.0,0.0,0.0,0.1116265670777545,0.0,0.0,11.490000000000002,2.8259020099718906,2.3904055604040844,False
30508,0.0,0.0,0.8852356865826881,0.0540291156391378,0.0,0.0607351977781739,0.0,0.0,0.0,0.0,0.0,0.0,6.100000000000001,2.767298067736714,2.379644193094466,False
30512,0.0,0.0,0.861956077989086,0.0,0.0749931504985037,0.0,0.0,0.0,0.0,0.0630507715124102,0.0,0.0,8.245000000000001,2.8106075856548123,2.4024287707185747,False
30520,0.0,0.0,0.9076776465940626,0.0,0.0396691959844145,0.0,0.0,0.0,0.0526531574215228,0.0,0.0,0.0,12.68,2.804969349915842,2.398600777802101,False
30546,0.0,0.0,0.8006510755687757,0.0,0.0,0.0,0.0404557235949325,0.0,0.0,0.1588932008362917,0.0,0.0,6.175000000000001,2.851072893242514,2.4630473937714976,False
30618,0.0,0.0,0.8714631411736636,0.0,0.0974832399931943,0.0,0.0,0.0,0.031053618833142,0.0,0.0,0.0,12.7,2.7999398865413463,2.3758550782510066,False
30686,0.0,0.0,0.9185892593697044,0.0,0.0,0.0094744713698558,0.0,0.0,0.0719362692604396,0.0,0.0,0.0,13.0,2.806189893929473,2.409698778711072,False
30695,0.0,0.028155223016359,0.8759428858286897,0.0,0.0,0.0,0.0,0.0,0.0,0.0959018911549512,0.0,0.0,13.46,2.8157201083676062,2.4031808368852574,False
30705,0.0,0.0,0.8364887577803067,0.0,0.14466183737166,0.0,0.0188494048480333,0.0,0.0,0.0,0.0,0.0,9.455,2.797749351395593,2.372999103672288,False
30739,0.0,0.0,0.8220145435474845,0.0,0.106015064841874,0.0,0.0,0.0,0.0,0.0719703916106414,0.0,0.0,10.675,2.813829076980316,2.3843860187088777,False
30770,0.0,0.0,0.8804421059237014,0.0679483073985305,0.0,0.0,0.0,0.0,0.0,0.0516095866777679,0.0,0.0,13.86,2.8051999309020466,2.379971069637235,False
30816,0.0,0.0,0.8243940762776051,0.0,0.137276445311725,0.0,0.0383294784106698,0.0,0.0,0.0,0.0,0.0,8.190000000000001,2.803404672289234,2.3867324999317545,False
30831,0.0,0.0,0.8374955375784121,0.0510589440365329,0.0,0.0,0.0,0.0,0.0,0.1114455183850548,0.0,0.0,13.46,2.82387501679658,2.394960636305743,False
30852,0.0,0.0,0.9143688871064932,0.0,0.0,0.0,0.0397456742975202,0.0,0.0458854385959866,0.0,0.0,0.0,7.31,2.8142914443287705,2.444055820225243,False
30908,0.0,0.0,0.8511981636821346,0.0,0.0,0.0,0.0,0.0,0.0398991529434456,0.1089026833744196,0.0,0.0,12.18,2.834543397916256,2.4251042499518736,False
30921,0.0,0.0,0.9587670954525482,0.037163429217654,0.0,0.0,0.0,0.0,0.0,0.0,0.0040694753297977,0.0,6.07,2.787527978286399,2.4095765291486537,False
31004,0.0,0.0,0.961112443693514,0.0,0.0,0.0,0.0,0.0024454189740624,0.0364421373324237,0.0,0.0,0.0,7.396,2.8007679188480625,2.428372089141169,False
31124,0.0,0.0,0.7801470934911121,0.0,0.1143774160533366,0.0,0.0,0.0,0.0,0.1054754904555512,0.0,0.0,12.55,2.8243075877915653,2.3788070494888536,False
31179,0.0,0.0,0.8754855281633094,0.0,0.0924860189944835,0.0,0.0,0.0,0.0,0.032028452842207,0.0,0.0,8.045,2.801284082213159,2.393083884662801,False
31226,0.0,0.0,0.9084742886177416,0.0,0.0,0.0,0.039962376143905,0.0,0.0515633352383535,0.0,0.0,0.0,8.31,2.815905653858666,2.441401896256242,False
31401,0.0,0.0,0.9644068915959232,0.0,0.0,0.0,0.0,0.0018941159758025,0.0336989924282743,0.0,0.0,0.0,6.808,2.799834353784813,2.429911996188933,False
31410,0.0,0.0,0.8164295666174469,0.0,0.1203368815909129,0.0,0.0,0.0,0.0,0.06323355179164,0.0,0.0,11.260000000000002,2.8113442207274804,2.376351921394017,False
31430,0.0,0.0,0.8454516762251537,0.0,0.1085539953352292,0.0,0.0,0.0,0.0,0.045994328439617,0.0,0.0,9.75,2.80584055741787,2.383523583128132,False
31467,0.0,0.0134397052569902,0.9407821757076316,0.0,0.0,0.0,0.0,0.0,0.0,0.0457781190353781,0.0,0.0,6.73,2.80227731975121,2.4260832188923547,False
31498,0.0,0.0,0.7381993207221881,0.0,0.1837455809893083,0.0780550982885035,0.0,0.0,0.0,0.0,0.0,0.0,8.9,2.764344127937824,2.322066681653887,False
31525,0.0,0.0,0.8336929594242202,0.0803186622581952,0.0,0.0859883783175845,0.0,0.0,0.0,0.0,0.0,0.0,9.4,2.757816725007559,2.347932086827366,False
31545,0.0,0.0,0.7932736082833821,0.0,0.1900012245760878,0.0,0.0,0.0,0.0,0.0,0.01672516714053,0.0,11.745,2.7843703586283928,2.3319456628709854,False
31553,0.0,0.0,0.8667647596585978,0.0,0.106653438797895,0.0,0.0,0.0,0.0,0.0265818015435071,0.0,0.0,8.77,2.799813578258912,2.3850628912557097,False
31617,0.0,0.0,0.8079576792979876,0.0,0.0,0.0,0.034039865020196,0.0,0.0,0.1580024556818163,0.0,0.0,6.345000000000001,2.84889855885166,2.459943357784154,False
31663,0.0,0.0,0.8537495791355191,0.0503816258850284,0.0,0.0,0.0,0.0,0.0,0.0958687949794523,0.0,0.0,12.760000000000002,2.819069259763915,2.39597522223288,False
31705,0.0051676718883929,0.0,0.795401906279208,0.0,0.199430421832399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87,2.791808059465044,2.331051092489937,False
31715,0.0,0.0,0.8921459704147865,0.0534574419725835,0.0,0.0,0.0,0.0,0.0,0.05439658761263,0.0,0.0,11.6,2.8062205137106044,2.393948617213476,False
31795,0.0,0.0262000685407806,0.9577609194924136,0.0,0.0,0.0,0.0160390119668058,0.0,0.0,0.0,0.0,0.0,8.19,2.7911057380150064,2.4160872975245606,False
31816,0.0,0.0,0.9608184520162182,0.0,0.0,0.0,0.0,0.0,0.0389064725630403,0.0,0.0,0.0002750754207414,7.525,2.8007188437086525,2.428114560669705,False
31822,0.0,0.0,0.7922130436653082,0.0,0.182400902774732,0.0,0.0,0.0,0.0,0.0,0.0253860535599598,0.0,10.415,2.7798652843867213,2.333310520319224,False
31941,0.0,0.0191986978030426,0.8567444463726046,0.0,0.0,0.0,0.0,0.0,0.0,0.1240568558243528,0.0,0.0,11.82,2.8256649494551023,2.4157710169631432,False
32018,0.014497671250373,0.0,0.9165448995955432,0.0,0.0,0.0,0.0,0.0,0.0689574291540835,0.0,0.0,0.0,9.8,2.805505411442729,2.409905764632273,False
32040,0.0163849135915727,0.0,0.9090115987693734,0.0,0.0,0.0,0.0,0.0,0.0746034876390538,0.0,0.0,0.0,10.4,2.806614606912992,2.4066956313503014,False
32045,0.0,0.0,0.8111602947994271,0.0,0.1784890341601039,0.0,0.0,0.0,0.0,0.0,0.0103506710404688,0.0,11.570000000000002,2.7874295452948834,2.3407771225068976,False
32058,0.0,0.0,0.8842215455580176,0.0584914169646752,0.0,0.0,0.0,0.0,0.0,0.0572870374773071,0.0,0.0,12.540000000000004,2.8070582889938764,2.389004215099252,False
32169,0.0,0.0,0.8222139037679894,0.0,0.072591672361603,0.0,0.0,0.0,0.0,0.1051944238704074,0.0,0.0,9.87,2.8235939520613798,2.4028403166430587,False
32179,0.0,0.0,0.7275894020402525,0.0,0.177754224332374,0.0946563736273734,0.0,0.0,0.0,0.0,0.0,0.0,7.565000000000001,2.758211393364621,2.321411196722924,False
32223,0.0,0.0,0.9155192774295936,0.0,0.0346080000795423,0.0,0.0,0.0,0.0498727224908641,0.0,0.0,0.0,11.845,2.804134373241199,2.4028622568237035,False
32249,0.0,0.0,0.90990895079768,0.0,0.0,0.0,0.0,0.0,0.0498216176782232,0.0,0.0402694315240967,0.0,6.029999999999999,2.7831846998434377,2.408813201069522,False
32253,0.0,0.0,0.8723295486599478,0.0865571387921944,0.0,0.0,0.0411133125478578,0.0,0.0,0.0,0.0,0.0,13.125,2.801217411987452,2.3831483157211704,False
32303,0.0,0.0,0.7829633204274107,0.0,0.0698110902087425,0.0,0.0,0.0,0.0,0.1472255893638467,0.0,0.0,11.355,2.83653987346656,2.403472434574604,False
32312,0.0,0.0,0.795278587422587,0.0,0.1177211477295977,0.0,0.0,0.0,0.0,0.0870002648478153,0.0,0.0,12.045000000000002,2.818648899053919,2.3773093339639817,False
32352,0.0,0.0,0.7763430714155897,0.0,0.18237021416243,0.0,0.0412867144219804,0.0,0.0,0.0,0.0,0.0,11.12,2.8049564206813438,2.362243756780108,False
32379,0.0,0.0,0.8875795281530963,0.0,0.0,0.0,0.0,0.0,0.0581162815760936,0.05430419027081,0.0,0.0,13.16,2.8226457396639537,2.417506490777789,False
32418,0.0,0.0,0.8150376851340347,0.0,0.1472768762450465,0.0,0.0,0.0,0.0,0.0376854386209187,0.0,0.0,12.010000000000002,2.80385395367754,2.361449031070817,False
32527,0.0,0.0,0.8080609416672634,0.0,0.0,0.1179485081550451,0.0,0.0,0.0739905501776914,0.0,0.0,0.0,8.0,2.767266163230073,2.381907311099346,False
32542,0.0,0.0,0.7894382831984016,0.0,0.1829737826245196,0.0,0.0,0.0,0.0,0.0,0.0275879341770787,0.0,10.250000000000002,2.778757524111589,2.3322170618314546,False
32600,0.0,0.0,0.8421659888561942,0.0557397770258815,0.0,0.0,0.0,0.0,0.0,0.1020942341179242,0.0,0.0,13.840000000000002,2.820933980795154,2.3906399886772087,False
32603,0.0,0.0,0.8171212427102251,0.0,0.0,0.1170485529166981,0.0,0.0,0.0658302043730766,0.0,0.0,0.0,6.5,2.765365972532172,2.38609552810426,False
32623,0.0126949700103169,0.0,0.91829591771965,0.0,0.0,0.0,0.0,0.0,0.069009112270033,0.0,0.0,0.0,10.2,2.8059323395173568,2.410325913844216,False
32757,0.0,0.0,0.9292140277940968,0.0,0.0,0.0,0.030823808122221,0.0,0.0399621640836822,0.0,0.0,0.0,6.565,2.810033517999023,2.442589582810852,False
32832,0.0,0.0,0.8279376292514027,0.0414797899151602,0.0,0.0,0.0,0.0,0.0,0.1305825808334369,0.0,0.0,12.7,2.8298937397884654,2.4038026842130407,False
32833,0.0,0.0,0.8143021761029702,0.0419378169095534,0.0,0.0,0.0,0.0,0.0,0.1437600069874763,0.0,0.0,13.260000000000002,2.833960526173125,2.4030557752539305,False
32860,0.0,0.0,0.8186742978329536,0.0,0.0,0.0,0.0306838759649481,0.0,0.0,0.1506418262020982,0.0,0.0,6.15,2.845630751582073,2.4584782855922818,False
32914,0.0,0.0,0.8089236825788577,0.0,0.1694478880302835,0.0,0.0216284293908588,0.0,0.0,0.0,0.0,0.0,11.045000000000002,2.798943733420149,2.3601005094959357,False
